id,code,year,profit_sales,sales_totalasset,roa,leverage,account_receivable,inventory,firm_size,audit,operate_cashflow
AAA.2017,AAA,2017,0.06460126915294774,0.8908705573824856,0.05755136865790253,0.6449050496112512,505813456780,86090443336,29.151880707003716,1,-80663604042
AAT.2023,AAT,2023,-0.004115387693039042,0.5926334469431908,-0.002438916394033313,0.30031405940810385,-29870252223,13471801292,27.642298351401802,1,41388654406
PVX.2021,PVX,2021,0.02092124600543059,0.3130571150714038,0.006549544918159232,0.8712540990518157,-328332228703,-997388028983,29.516428771647735,1,219942407462
PVX.2022,PVX,2022,0.0016420700549250422,0.26666457538809624,0.00043788191395409425,0.8795058339101384,-229992484248,223665445593,29.531031917472653,2,189337294110
PVX.2023,PVX,2023,-0.22292681037164444,0.19146956793903308,-0.04268370006388552,0.9152449428534093,-248691081069,-15913914286,29.457766264638312,1,-145518487301
